age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,length_of_stay
24,0,1,0,0,1,0,-1.0,4,0,0,2
22,0,0,0,0,1,0,-1.0,4,1,1,1
30,1,0,1,2,1,4,-1.0,8,1,1,15
63,1,1,2,0,1,0,0.0,1,0,0,0
33,0,0,1,2,1,4,-1.0,10,0,0,1
43,1,1,1,0,1,0,-5.0,4,1,1,1
26,0,0,1,2,1,3,0.0,10,1,1,33
51,0,0,2,0,1,1,-17.0,1,0,0,7
39,0,1,1,0,1,3,-1.0,1,1,1,1
32,0,0,1,2,1,14,-1.0,8,1,1,1
22,1,0,0,1,1,0,-2.0,6,0,0,0
59,0,1,2,0,1,0,-1.0,1,0,0,0
38,1,0,1,1,1,37,-1.0,7,1,1,30
23,0,0,0,1,1,2,0.0,6,0,0,237
42,1,0,1,0,1,0,0.0,1,1,1,1
38,0,0,1,1,1,2,0.0,7,1,1,192
34,0,1,1,0,0,2,-1.0,3,0,0,1
36,0,0,1,0,0,7,-1.0,3,1,1,2
36,1,0,1,0,1,0,-1.0,3,1,1,1
31,0,0,1,0,1,1,-14.0,1,0,0,13
28,0,0,1,0,0,3,-1.0,4,1,1,4
28,0,0,1,0,1,1,0.0,2,1,1,0
43,0,0,1,0,1,0,-1.0,4,0,0,1
40,0,0,1,0,1,1,-1.0,1,0,0,1
31,0,0,1,2,1,15,-1.0,9,1,1,2
54,0,0,2,1,1,6,-1.0,7,1,1,13
24,0,0,0,2,1,17,-1.0,9,1,1,130
21,0,0,0,2,1,1,-1.0,9,1,1,242
22,0,0,0,0,1,0,-1.0,3,0,0,0
45,0,0,2,0,0,1,-1.0,4,0,0,6
29,1,0,1,0,1,1,0.0,2,1,1,0
46,0,0,2,1,1,10,-1.0,5,1,1,9
21,0,1,0,2,1,1,-1.0,8,0,0,12
35,0,1,1,1,1,6,-10.0,5,1,1,1
52,1,0,2,0,1,1,1.0,1,1,1,70
48,1,1,2,0,1,0,0.0,1,0,0,0
29,1,0,1,2,0,9,-1.0,8,1,1,214
48,1,1,2,0,1,0,-1.0,1,0,0,1
31,0,0,1,1,1,10,-8.0,6,1,1,8
21,0,1,0,2,1,3,-1.0,8,1,1,127
47,1,0,2,1,1,0,-1.0,5,0,0,3
21,0,0,0,2,1,3,-1.0,10,1,1,0
35,0,0,1,2,1,13,-1.0,10,0,0,0
46,1,0,2,0,1,3,-22.0,1,1,1,20
34,0,0,1,0,1,5,-1.0,4,1,1,5
52,0,0,2,0,1,2,-5.0,1,0,0,3
21,1,1,0,2,1,0,-1.0,8,1,1,9
53,1,1,2,0,1,1,-2.0,1,0,0,1
19,0,1,0,0,0,0,-1.0,3,1,1,1
22,1,0,0,1,1,0,-1.0,6,0,0,2
45,0,0,2,0,1,1,-1.0,3,0,0,2
27,0,1,1,0,0,0,-1.0,2,0,0,1
25,1,1,1,0,1,0,-1.0,2,0,0,0
30,0,1,1,0,1,0,0.0,4,1,1,-1
31,0,0,1,1,1,2,0.0,5,1,1,-1
28,0,1,1,0,1,3,-1.0,3,0,0,1
36,1,0,1,0,1,3,-1.0,2,1,1,2
27,0,0,1,1,1,7,-1.0,5,1,1,10
42,0,0,1,0,1,1,0.0,2,0,0,0
35,0,1,1,1,1,0,0.0,5,1,1,40
33,0,1,1,0,0,2,-29.0,2,0,0,0
25,0,0,1,2,1,21,-14.0,10,1,1,2
42,1,1,1,0,0,0,-1.0,1,0,0,1
21,0,0,0,1,1,0,-1.0,6,1,1,3
28,1,0,1,0,0,0,0.0,2,0,0,0
27,0,0,1,2,1,25,18.0,10,1,1,40
21,0,1,0,1,0,0,-1.0,6,0,0,2
26,1,1,1,1,1,0,0.0,6,1,1,5
36,0,1,1,0,1,0,-1.0,1,0,0,0
49,0,1,2,1,1,0,-1.0,7,1,1,1
44,0,1,1,0,1,0,-1.0,2,1,1,1
28,1,1,1,0,1,1,-25.0,3,0,0,24
35,0,0,1,1,0,12,-2.0,7,1,1,0
34,0,0,1,0,1,3,-1.0,1,0,0,0
45,0,0,2,0,1,15,-1.0,3,1,1,0
28,0,0,1,0,1,9,-1.0,3,1,1,16
25,0,0,1,0,0,1,-1.0,3,0,0,4
21,1,0,0,2,1,1,0.0,8,1,0,0
48,0,0,2,0,1,1,-1.0,1,0,0,0
37,1,1,1,0,1,1,-1.0,2,0,0,0
24,0,0,0,1,1,3,-3.0,6,1,1,0
37,1,1,1,0,1,1,-1.0,1,1,1,1
39,0,1,1,0,1,1,-3.0,3,0,0,0
24,0,1,0,1,1,1,-1.0,5,1,1,21
23,0,0,0,0,1,1,-1.0,2,1,1,1
43,0,1,1,1,1,5,-1.0,5,0,0,0
28,1,0,1,2,1,6,-1.0,8,1,1,1
53,1,0,2,0,1,1,-1.0,2,0,0,0
27,1,0,1,0,0,2,-14.0,4,1,1,1
39,1,1,1,0,1,0,-1.0,1,0,0,2
47,0,0,2,1,1,22,-1.0,7,1,1,1
28,0,0,1,0,1,4,-1.0,2,1,1,2
36,0,1,1,0,1,2,-4.0,1,0,0,0
24,0,0,0,2,0,1,-1.0,9,0,0,3
23,0,0,0,1,1,3,0.0,7,0,0,1
26,0,0,1,0,1,2,-1.0,2,0,0,1
31,0,0,1,0,1,7,-1.0,4,1,1,54
30,0,0,1,2,0,14,0.0,10,1,1,5
25,1,1,1,1,1,2,0.0,6,0,0,1
24,0,0,0,2,1,6,0.0,10,1,1,1
26,1,0,1,0,1,2,-29.0,4,0,0,28
20,0,0,0,1,0,0,-1.0,5,0,0,0
23,0,1,0,0,1,0,0.0,3,0,0,0
26,0,0,1,1,1,5,-1.0,7,1,1,6
40,1,1,1,0,1,4,0.0,1,0,0,1
19,0,0,0,2,1,1,0.0,10,1,1,-1
53,0,1,2,0,1,1,-12.0,1,0,0,11
24,0,0,0,0,0,0,-1.0,3,0,0,0
33,0,1,1,0,0,2,-1.0,3,0,0,-1
26,0,1,1,2,1,8,-1.0,10,1,1,41
32,0,1,1,0,1,2,-1.0,2,0,0,0
25,0,1,1,0,1,0,0.0,2,1,1,3
21,0,0,0,0,1,1,-1.0,2,0,0,0
38,0,0,1,1,1,3,0.0,5,0,0,1
23,0,1,0,0,1,0,-4.0,2,1,0,1
20,0,1,0,1,1,0,-1.0,6,1,1,8
39,0,1,1,0,0,4,-2.0,1,1,1,1
24,0,0,0,0,1,1,-1.0,2,1,1,6
49,0,0,2,0,1,3,-1.0,4,0,0,0
31,0,0,1,1,1,7,-1.0,7,1,1,77
20,0,0,0,1,1,1,-26.0,6,1,1,16
28,1,1,1,0,1,0,0.0,3,0,0,13
67,0,1,2,0,1,3,-1.0,1,0,0,1
52,0,0,2,0,1,0,-1.0,1,0,0,0
45,0,0,2,1,1,17,-1.0,7,1,1,46
27,0,0,1,1,1,8,-1.0,7,1,1,1
22,0,1,0,2,1,1,-1.0,9,0,0,1
40,1,1,1,0,1,0,-1.0,1,1,1,0
30,1,1,1,2,1,1,0.0,8,1,1,0
42,0,0,1,0,1,1,-1.0,1,0,0,0
24,0,0,0,0,1,2,0.0,3,1,1,1
46,0,1,2,0,1,4,-5.0,2,0,0,2
38,0,0,1,0,1,4,0.0,3,0,0,-1
26,1,1,1,1,1,0,-1.0,5,0,0,1
54,1,1,2,0,1,1,-1.0,1,1,1,1
61,0,1,2,0,1,1,0.0,4,0,0,1
51,1,0,2,0,1,1,-1.0,4,1,1,0
57,0,1,2,0,1,0,0.0,1,0,0,27
24,1,1,0,1,1,3,-1.0,5,1,1,1
34,0,0,1,0,1,1,-1.0,1,0,0,0
28,1,0,1,1,0,10,15.0,7,1,1,3
35,1,0,1,2,1,10,0.0,8,1,1,0
30,0,0,1,1,1,6,0.0,6,1,1,1
44,0,0,1,0,1,0,-1.0,1,0,0,1
61,0,1,2,1,1,10,-1.0,6,0,0,22
26,0,0,1,2,1,1,-1.0,9,1,1,0
48,0,0,2,1,1,10,-1.0,7,1,1,4
42,1,0,1,0,1,4,0.0,1,0,0,0
38,0,1,1,2,1,10,-1.0,8,1,1,0
53,1,1,2,0,0,0,-1.0,1,0,0,0
26,1,0,1,2,1,3,-1.0,10,1,0,1
22,0,0,0,1,1,1,-1.0,7,1,1,0
50,0,1,2,1,1,0,-1.0,7,0,0,30
44,1,1,1,1,1,16,-1.0,7,0,0,81
24,0,0,0,1,1,4,-1.0,6,1,1,1
21,0,0,0,1,1,0,-1.0,7,1,1,1
50,0,1,2,0,1,0,0.0,1,0,0,2
36,1,1,1,0,0,0,0.0,1,0,0,1
39,0,1,1,0,1,0,-1.0,3,0,0,54
54,0,0,2,1,0,7,-1.0,6,0,0,18
29,1,0,1,0,1,0,0.0,2,0,0,0
26,1,1,1,1,1,0,-1.0,6,0,0,0
41,0,0,1,0,1,3,-1.0,4,1,1,1
23,0,0,0,1,1,1,-1.0,6,1,1,2
34,1,1,1,0,1,0,-1.0,1,0,0,0
31,0,1,1,1,1,11,0.0,7,1,1,11
20,0,0,0,0,1,0,-1.0,3,0,0,1
49,0,0,2,1,1,10,-1.0,6,1,1,43
26,0,0,1,2,1,4,0.0,8,1,1,0
28,0,0,1,0,1,1,-1.0,4,1,1,0
26,0,0,1,0,1,0,-1.0,2,0,0,0
55,0,0,2,0,1,1,-1.0,4,0,0,0
22,1,0,0,2,1,0,-1.0,9,0,0,2
26,1,0,1,0,0,0,-1.0,4,0,0,1
58,0,0,2,1,1,16,-1.0,6,1,1,68
28,0,0,1,1,1,4,-1.0,7,0,0,29
33,0,0,1,1,1,8,-1.0,6,1,0,1
31,1,0,1,0,0,0,-1.0,2,0,0,0
26,1,0,1,1,1,1,0.0,5,0,0,0
34,1,1,1,0,1,0,-1.0,1,0,0,0
32,0,0,1,0,0,0,-1.0,2,0,0,0
37,0,0,1,1,1,9,0.0,6,1,1,1
50,0,0,2,1,1,1,-22.0,5,0,0,0
35,0,1,1,0,1,1,-1.0,2,0,0,2
47,1,1,2,0,0,0,-6.0,3,1,1,4
52,0,0,2,2,0,8,-1.0,9,0,0,43
26,0,0,1,1,1,5,-1.0,7,1,1,6
45,0,0,2,0,1,13,-1.0,1,1,1,0
41,0,0,1,0,1,8,-1.0,2,1,1,1
24,1,0,0,0,1,0,0.0,2,0,0,1
21,0,0,0,2,1,1,-1.0,9,1,0,1
54,1,1,2,0,1,0,-1.0,1,0,0,0
49,0,1,2,0,1,0,-1.0,1,0,0,73
42,0,1,1,0,1,1,0.0,2,0,0,292
21,0,0,0,0,1,1,0.0,4,1,1,1
46,0,1,2,2,1,5,0.0,8,1,1,-1
74,1,1,2,0,1,0,0.0,1,0,0,0
39,0,0,1,0,0,1,-1.0,1,0,0,0
38,0,0,1,0,0,0,-1.0,1,0,0,4
19,0,0,0,1,1,1,-1.0,7,1,1,1
28,0,1,1,0,1,0,-1.0,2,1,1,1
25,0,0,1,1,1,1,-1.0,6,1,1,28
53,1,1,2,0,1,1,-1.0,1,0,0,0
23,0,0,0,2,1,2,-1.0,9,0,0,76
55,0,1,2,2,1,33,-1.0,9,1,1,242
64,0,1,2,0,0,1,-1.0,1,0,0,1
23,1,0,0,1,1,1,-1.0,7,1,1,27
23,0,0,0,2,1,4,-1.0,8,1,1,0
34,0,0,1,0,1,0,-1.0,1,0,0,2
26,1,0,1,0,1,1,-1.0,1,0,0,32
44,0,1,1,0,1,4,-1.0,2,0,0,1
27,0,1,1,0,0,0,0.0,2,0,0,5
28,0,1,1,2,1,14,-1.0,9,0,0,0
55,1,1,2,0,1,1,-1.0,1,0,0,1
36,0,0,1,1,1,15,-1.0,5,0,0,1
23,0,0,0,0,1,1,-1.0,4,0,0,1
56,1,0,2,0,1,1,0.0,1,0,0,0
27,0,1,1,1,1,2,-1.0,6,1,1,0
37,1,1,1,1,1,1,-1.0,6,0,0,1
32,0,0,1,2,1,1,-1.0,8,1,1,1
41,1,0,1,2,1,18,-1.0,10,1,1,33
22,0,0,0,1,1,1,-1.0,6,1,1,1
37,0,1,1,0,1,1,-1.0,2,1,1,0
45,1,0,2,0,1,3,0.0,2,0,0,1
31,0,0,1,2,0,14,-1.0,8,0,0,1
42,0,0,1,1,1,7,-1.0,5,1,1,1
26,0,0,1,2,1,20,-1.0,9,1,1,29
33,0,1,1,2,1,0,0.0,9,1,1,0
22,1,1,0,0,1,0,0.0,2,1,1,0
36,1,0,1,0,0,1,0.0,1,0,0,-1
54,1,1,2,0,1,0,0.0,1,0,0,0
25,0,0,1,2,1,5,-1.0,9,1,1,155
24,0,1,0,1,1,3,-1.0,5,1,1,39
61,1,1,2,0,1,0,0.0,1,0,0,0
42,1,1,1,0,0,0,-1.0,1,0,0,0
28,1,1,1,0,1,1,0.0,2,1,1,-1
27,1,0,1,1,1,1,-1.0,5,0,0,2
24,1,1,0,0,1,2,-18.0,3,0,0,15
32,0,0,1,2,1,16,-1.0,10,1,1,0
38,0,1,1,0,1,0,-7.0,1,0,0,7
21,1,1,0,0,1,1,-1.0,3,1,0,0
27,0,0,1,1,1,1,-1.0,7,1,1,168
39,0,1,1,0,1,0,-1.0,4,0,0,-1
29,0,1,1,0,1,0,-1.0,1,0,0,1
29,0,1,1,0,1,1,-2.0,3,0,0,0
36,0,1,1,0,1,1,23.0,4,1,1,2
46,0,0,2,1,1,0,0.0,7,1,1,0
44,0,0,1,1,1,7,-1.0,6,1,0,24
27,1,0,1,0,1,0,-1.0,2,0,0,1
27,0,0,1,1,1,8,-1.0,7,1,1,49
61,1,1,2,0,1,0,0.0,1,0,0,2
47,1,0,2,0,1,0,-1.0,1,1,1,0
27,1,0,1,0,1,1,-1.0,1,0,0,0
28,0,1,1,0,1,0,-1.0,2,1,1,1
31,1,1,1,1,0,1,-1.0,5,1,1,10
26,1,1,1,0,1,9,0.0,4,1,1,1
53,0,0,2,0,1,2,-1.0,2,1,1,7
26,0,0,1,1,1,1,-1.0,5,1,1,22
25,0,0,1,0,1,2,-23.0,4,0,0,18
21,1,0,0,2,0,4,-1.0,8,1,1,0
23,1,0,0,0,1,1,0.0,4,0,0,2
45,0,0,2,0,0,2,-1.0,3,0,0,11
27,1,0,1,1,1,2,-1.0,5,1,1,9
26,1,0,1,0,0,0,-1.0,2,0,0,0
21,0,1,0,2,1,0,-1.0,8,1,1,7
62,1,1,2,0,0,0,-1.0,1,0,0,3
48,0,1,2,0,1,0,-1.0,3,0,0,27
53,1,0,2,0,1,1,-1.0,1,0,0,0
62,1,0,2,0,1,3,-1.0,3,1,1,1
28,0,0,1,2,1,5,-1.0,10,0,0,136
56,0,1,2,0,1,1,0.0,2,0,0,1
22,0,0,0,1,1,2,-1.0,7,1,1,1
26,0,0,1,2,1,5,-1.0,8,1,1,36
35,1,0,1,1,1,4,0.0,5,0,0,1
22,0,0,0,0,1,1,-1.0,3,1,1,15
37,0,0,1,0,0,7,-1.0,3,0,0,1
32,0,0,1,0,0,0,0.0,2,0,0,0
33,0,0,1,1,0,3,-1.0,6,1,1,9
53,1,1,2,0,1,0,-1.0,1,0,0,1
32,1,1,1,0,1,0,-1.0,1,0,0,0
26,1,1,1,0,1,0,-1.0,2,0,0,0
61,1,1,2,0,1,0,-1.0,1,0,0,2
21,1,0,0,2,1,0,-1.0,10,0,0,0
69,1,0,2,1,1,22,-1.0,5,0,0,1
26,1,0,1,0,1,0,0.0,4,0,0,0
30,0,0,1,2,1,9,-1.0,10,1,1,196
21,0,1,0,0,1,1,-5.0,4,0,0,0
41,1,1,1,0,1,0,0.0,2,0,0,0
45,0,0,2,1,1,0,-1.0,6,1,1,0
31,0,0,1,1,1,10,-1.0,5,1,1,1
22,0,1,0,0,1,0,-2.0,3,0,0,1
54,0,1,2,0,0,0,0.0,3,1,1,20
50,1,1,2,0,1,2,-1.0,1,1,1,0
21,0,0,0,2,0,0,-1.0,8,1,1,1
30,0,1,1,0,1,0,-1.0,3,1,1,0
30,0,0,1,2,1,11,-1.0,8,1,1,2
26,1,1,1,0,1,5,0.0,4,0,0,0
59,1,0,2,0,0,0,-1.0,2,0,0,0
29,0,0,1,2,1,13,-1.0,8,1,1,1
30,0,1,1,2,1,13,-2.0,8,1,1,33
25,1,0,1,1,1,5,-1.0,5,1,1,0
22,0,0,0,0,1,0,0.0,3,1,0,-1
41,0,0,1,0,1,8,0.0,1,1,1,2
37,0,0,1,1,0,13,-1.0,6,1,0,1
22,0,0,0,0,1,0,-1.0,3,1,1,13
19,0,0,0,0,1,0,-1.0,4,1,1,0
45,1,1,2,0,1,2,-1.0,2,0,0,0
33,0,0,1,2,0,5,-1.0,9,1,1,0
52,0,0,2,1,1,7,-1.0,5,1,0,181
21,0,0,0,1,0,0,-1.0,6,0,0,1
43,1,0,1,2,1,6,0.0,10,1,1,0
33,0,1,1,1,1,3,-1.0,6,0,0,1
26,0,0,1,2,1,3,-1.0,10,1,1,3
37,1,1,1,0,1,0,-1.0,3,0,0,1
38,0,0,1,0,1,1,-8.0,1,1,1,7
27,0,0,1,0,1,1,-1.0,2,1,1,0
21,0,0,0,1,1,1,-2.0,5,0,0,0
38,0,1,1,2,1,3,-1.0,9,1,1,1
37,1,1,1,0,1,0,-1.0,4,0,0,0
44,0,1,1,0,1,0,-1.0,1,0,0,1
30,0,0,1,0,1,0,-1.0,2,0,0,1
49,0,1,2,0,1,1,-22.0,1,0,0,1
67,1,1,2,0,1,0,0.0,1,0,0,0
59,0,0,2,2,1,14,-1.0,8,1,1,33
21,0,0,0,2,1,1,-1.0,10,1,1,1
31,1,1,1,1,1,6,-1.0,7,0,0,10
50,0,1,2,0,0,2,-1.0,1,1,1,0
30,0,0,1,0,1,7,-1.0,3,0,0,0
28,1,1,1,0,1,1,-1.0,2,0,0,0
48,0,0,2,1,1,7,-1.0,7,1,1,2
55,1,1,2,0,1,0,-1.0,1,0,0,0
42,1,1,1,0,1,0,-1.0,3,0,0,2
34,1,0,1,1,1,0,0.0,7,1,1,29
43,1,0,1,1,1,4,0.0,5,1,1,0
44,0,0,1,0,1,0,0.0,1,0,0,42
25,0,1,1,1,1,2,-1.0,5,1,1,0
32,1,0,1,0,0,0,-1.0,3,1,1,1
24,0,0,0,0,1,1,-1.0,3,1,1,0
34,0,0,1,1,1,0,0.0,7,1,1,241
48,0,0,2,0,1,2,0.0,1,1,1,1
41,0,0,1,0,1,1,-1.0,1,0,0,2
26,1,0,1,2,1,12,-1.0,9,1,1,10
42,0,0,1,1,1,0,0.0,5,1,1,7
29,1,0,1,1,1,0,-1.0,5,0,0,42
26,1,1,1,0,1,0,-1.0,2,0,0,1
27,0,0,1,0,0,1,0.0,3,0,0,44
35,1,1,1,0,1,4,-1.0,2,0,0,31
54,0,1,2,0,1,1,-1.0,1,0,0,0
20,0,0,0,1,1,0,-1.0,6,0,0,0
27,0,1,1,1,1,0,-3.0,6,0,0,1
21,0,0,0,1,1,1,-1.0,7,0,0,1
27,1,1,1,2,1,7,-1.0,9,1,1,2
34,0,0,1,2,1,11,-1.0,8,1,1,1
54,1,0,2,0,1,0,-1.0,1,0,0,1
39,0,0,1,0,1,1,-6.0,1,0,0,4
33,1,1,1,0,0,0,-2.0,1,0,0,0
35,1,0,1,0,0,0,-1.0,4,0,0,0
53,1,0,2,0,1,0,-3.0,1,0,0,0
28,1,1,1,0,1,2,-1.0,4,0,0,13
26,0,0,1,2,1,0,-1.0,8,0,0,0
31,0,0,1,1,1,3,0.0,5,0,0,0
24,1,1,0,2,1,3,-1.0,8,1,1,1
45,0,1,2,1,1,19,-1.0,6,1,1,1
28,0,0,1,1,1,1,0.0,7,0,0,0
45,0,1,2,0,0,1,-1.0,3,1,1,1
33,0,1,1,2,1,3,-19.0,8,1,1,14
23,0,1,0,1,1,4,0.0,6,1,1,-1
36,0,0,1,1,1,6,-1.0,5,0,0,84
22,0,0,0,0,1,0,-1.0,3,0,0,0
28,0,0,1,1,1,2,0.0,5,1,1,1
37,1,0,1,0,1,3,-1.0,2,1,0,0
52,1,1,2,0,0,0,-1.0,1,0,0,0
26,0,1,1,0,1,0,0.0,2,1,0,1
28,0,1,1,0,1,4,-1.0,4,1,1,3
33,0,1,1,0,0,2,-1.0,4,0,0,14
23,0,1,0,0,1,3,-1.0,4,1,1,41
31,1,1,1,0,1,3,-1.0,4,1,1,0
55,1,1,2,0,0,0,-1.0,1,0,0,1
24,0,1,0,0,1,3,0.0,4,1,1,-1
37,1,0,1,0,1,2,0.0,1,0,0,0
41,0,0,1,0,1,0,0.0,1,0,0,177
26,1,1,1,0,1,0,-1.0,2,0,0,0
41,0,0,1,1,1,13,-1.0,5,0,0,2
33,0,0,1,1,1,6,-1.0,6,0,0,0
23,0,0,0,1,1,0,-1.0,5,0,0,1
27,0,1,1,0,1,1,-1.0,3,0,0,1
24,0,1,0,1,1,0,0.0,5,1,1,36
30,0,0,1,2,1,10,0.0,9,0,0,93
55,0,1,2,0,1,1,0.0,3,0,0,0
26,1,0,1,2,1,13,0.0,10,1,1,7
35,0,0,1,0,1,0,0.0,3,0,0,0
20,1,0,0,0,1,1,-22.0,4,0,0,0
24,1,1,0,2,1,3,-1.0,8,1,1,8
31,1,0,1,2,1,8,-1.0,10,1,1,3
55,0,0,2,0,1,0,-1.0,1,1,1,1
33,0,1,1,2,1,7,-1.0,9,1,1,0
44,0,1,1,1,1,6,-1.0,6,1,1,270
41,0,0,1,2,1,25,-1.0,9,1,1,185
56,1,0,2,2,1,9,0.0,8,0,0,0
21,0,0,0,0,1,1,-10.0,3,0,0,2
48,1,1,2,0,0,1,0.0,1,0,0,0
56,0,1,2,1,1,7,-1.0,6,1,1,194
39,1,1,1,0,1,2,-26.0,1,0,0,2
25,0,1,1,1,0,0,-1.0,6,0,0,0
28,0,0,1,1,0,3,-16.0,5,0,0,16
30,0,0,1,0,1,0,-1.0,2,1,1,0
19,1,0,0,2,0,0,-1.0,8,1,1,1
20,1,0,0,0,1,0,-1.0,4,1,1,1
57,0,1,2,0,1,0,-1.0,1,0,0,4
51,1,0,2,1,1,8,-1.0,6,1,1,0
27,0,0,1,0,1,5,0.0,3,1,1,3
26,0,0,1,1,1,0,-1.0,5,0,0,0
23,1,1,0,2,1,3,-1.0,8,1,1,35
35,1,0,1,2,1,14,-1.0,8,1,1,0
37,0,0,1,1,1,5,-29.0,6,0,0,0
48,0,0,2,0,1,0,0.0,1,0,0,2
21,0,0,0,2,1,0,-1.0,9,0,0,2
52,1,0,2,0,1,1,-21.0,1,0,0,9
22,0,0,0,0,1,0,-1.0,4,1,1,0
41,0,1,1,0,1,1,-1.0,2,1,1,1
25,1,1,1,1,0,1,-1.0,5,1,1,0
54,1,0,2,0,1,0,0.0,1,1,1,0
25,0,0,1,2,1,13,-8.0,10,1,1,36
40,0,1,1,0,0,4,-1.0,4,1,0,2
22,0,0,0,1,1,0,0.0,7,0,0,11
50,0,1,2,0,1,10,-1.0,4,0,0,0
35,1,1,1,0,1,2,0.0,3,1,0,0
28,0,1,1,2,1,7,-1.0,9,1,1,1
21,0,0,0,1,1,0,-1.0,7,0,0,2
27,0,1,1,0,1,0,-1.0,3,0,0,4
22,0,0,0,0,1,0,0.0,3,1,1,-1
32,0,1,1,1,1,0,0.0,5,0,0,7
59,0,1,2,0,1,0,-1.0,1,0,0,1
59,0,1,2,0,1,0,0.0,1,0,0,0
44,0,1,1,0,0,1,-3.0,1,1,1,1
26,1,0,1,2,1,9,-1.0,10,1,1,1
30,0,0,1,1,1,9,-1.0,6,1,1,1
25,1,0,1,2,1,3,0.0,8,1,1,0
31,1,0,1,1,0,0,-2.0,6,1,1,1
32,0,0,1,0,0,0,-1.0,3,0,0,0
37,0,0,1,2,1,22,-1.0,9,1,1,81
22,0,1,0,0,1,2,-1.0,4,0,0,1
38,1,0,1,1,1,8,-1.0,6,1,1,9
34,0,1,1,0,1,2,-1.0,4,0,0,2
30,0,0,1,0,1,7,-1.0,3,0,0,1
38,0,1,1,0,0,0,-1.0,4,1,1,1
36,0,0,1,2,1,10,-1.0,10,1,1,32
35,0,1,1,1,1,2,0.0,5,1,1,0
35,0,0,1,0,1,0,-1.0,1,0,0,0
30,0,0,1,2,0,9,-1.0,9,1,1,243
34,0,0,1,2,1,16,-1.0,9,1,1,1
31,0,1,1,0,1,3,-19.0,4,1,1,1
31,0,1,1,2,1,4,0.0,8,1,1,1
22,0,1,0,2,1,2,-1.0,8,1,1,11
36,1,0,1,1,1,5,-1.0,5,1,1,1
39,1,0,1,0,1,2,-1.0,1,0,0,47
51,0,0,2,2,1,9,-1.0,9,1,1,35
35,0,0,1,0,1,7,-1.0,2,1,1,1
37,1,0,1,0,1,0,-1.0,3,0,0,2
25,1,0,1,1,1,3,0.0,6,0,0,7
27,0,0,1,0,0,0,-1.0,3,0,0,0
47,1,1,2,0,1,2,-25.0,1,0,0,1
46,1,0,2,1,1,12,-1.0,6,0,0,2
27,0,1,1,1,1,0,-1.0,5,0,0,0
34,0,0,1,2,1,0,-1.0,9,1,1,2
25,1,1,1,0,1,0,-1.0,2,0,0,0
26,1,0,1,1,1,5,-1.0,5,0,0,1
25,0,0,1,0,1,1,-18.0,4,1,1,0
60,0,0,2,2,1,9,-1.0,8,0,0,0
30,0,0,1,2,1,12,0.0,9,1,1,-1
21,0,0,0,0,1,0,-3.0,4,0,0,0
25,0,0,1,2,1,4,-1.0,8,1,1,0
21,0,0,0,0,1,0,16.0,4,1,1,30
29,1,0,1,0,1,4,-26.0,4,0,0,0
51,0,1,2,0,1,2,0.0,1,0,0,22
29,1,0,1,0,1,1,0.0,1,0,0,0
20,0,1,0,2,1,0,-1.0,9,1,1,0
53,0,1,2,0,1,1,-21.0,1,0,0,21
25,0,0,1,2,1,5,-1.0,8,0,0,35
22,0,0,0,2,1,3,0.0,10,1,1,319
21,0,0,0,2,1,1,-1.0,8,1,0,13
21,0,1,0,1,1,1,-1.0,5,1,1,5
27,1,0,1,2,1,6,-1.0,8,1,1,0
28,1,0,1,1,1,14,29.0,7,1,1,20
49,1,0,2,0,1,6,-1.0,4,1,1,0
52,0,0,2,2,1,7,-1.0,9,1,1,3
25,1,0,1,1,1,1,-1.0,6,0,0,1
56,0,1,2,0,1,2,-4.0,4,0,0,2
34,0,0,1,2,1,22,-29.0,9,0,0,1
23,1,0,0,0,1,1,-27.0,3,1,1,1
22,0,1,0,1,1,0,-3.0,5,0,0,-1
23,0,0,0,2,1,0,-1.0,8,1,1,2
30,1,0,1,2,1,4,-1.0,10,0,0,54
42,1,0,1,1,1,1,0.0,6,1,1,6
50,1,0,2,2,1,24,0.0,8,1,1,32
37,0,0,1,2,1,0,-1.0,9,0,0,0
23,0,0,0,0,1,1,0.0,4,0,0,0
41,0,1,1,0,1,0,-1.0,1,0,0,1
50,0,0,2,0,1,5,29.0,2,0,0,31
26,0,0,1,0,1,2,-1.0,2,1,1,4
23,0,0,0,2,1,2,-1.0,8,1,1,6
55,0,1,2,0,1,1,-1.0,2,1,1,33
24,0,0,0,1,1,0,-1.0,6,1,1,1
33,1,1,1,0,1,5,-1.0,1,1,1,1
23,0,1,0,0,1,0,-1.0,2,0,0,1
37,1,0,1,1,1,1,-3.0,7,1,1,0
51,1,1,2,0,1,0,-1.0,1,0,0,0
35,1,0,1,1,0,3,0.0,6,1,1,0
29,0,0,1,2,1,2,0.0,9,0,0,160
57,1,1,2,0,1,0,-3.0,1,0,0,1
20,1,0,0,1,1,1,0.0,5,1,1,0
23,0,0,0,2,1,3,-1.0,8,1,1,91
36,1,1,1,0,1,9,0.0,4,1,1,1
55,1,1,2,0,1,1,-3.0,1,0,0,0
53,1,0,2,1,1,18,-1.0,7,1,1,41
21,0,0,0,2,1,1,-1.0,9,1,1,0
27,1,0,1,0,1,3,-1.0,3,1,1,12
28,0,0,1,2,1,6,-1.0,9,1,1,2
26,0,1,1,0,1,1,-1.0,3,1,1,0
25,0,1,1,1,1,1,-1.0,6,0,0,1
